PoF6,polonium hexafluoride
NaC6H5COO,sodium benzoate
ZnMoO4,zinc orthomolybdate
C7H5N3O2,7-nitroindazole
Mg3As2,magnesium arsenide
F2Mo,molybdenum difluoride
Cs2MoO4,caesium molybdate
NaClO3,sodium chlorate
CsIO2,caesium iodite
NaNbO3,sodium metaniobate
ErO,erbium monoxide
TlI3,thallium(iii) iodide
(NH4)2SO4,ammonium sulfate
GaSb,gallium(iii) antimonide
C7H9BO3,4-boronoanisole
Bi2(MoO4)3,bismuth(iii) molybdate
Ba(SeCN)2,barium selenocyanate
F3Lu,lutetium trifluoride
AuI3,gold(iii) iodide
EuCl3,europium(iii) chloride
C19H16ClNO4,indometacin
H2SeO4,selenic acid
BaO,barium oxide
Ba3N2,barium nitride
WTe2,tungsten(iv) telluride
Co(C2H3O2)2,cobalt(ii) acetate
Ca(ClO)2,calcium hypochlorite
Al2BeO4,beryllium aluminium oxide
CuF2,copper(ii) fluoride
F2P,phosphorus difluoride
TiBr4,titanium(iv) bromide
C6H5COOH,benzoic acid
F2Sr,strontium fluoride
CoO,cobalt(ii) oxide
LiVO3·2H2O,lithium metavanadate dihydrate
H3PO2,hypophosphorous acid
Zr(OH)4,zirconium hydroxide
MgNH4PO4·6H2O,magnesium ammonium phosphate hexahydrate
Mg2P2O7,magnesium pyrophosphate
LiNO2,lithium nitrite
Na2TeO3,sodium tellurite
C4H6O2,gamma-butyrolactone
CdZrO3,cadmium metazirconate
Ba(BrO4)2,barium perbromate
F6Fe2,diiron hexafluoride
Bi2O3,bismuth(iii) oxide
KNO3,potassium nitrate
WI4,tungsten(iv) iodide
Zn3N2,zinc nitride
CH3CCH,propyne
Cd(C2H3O2)2,cadmium acetate
MgWO4,magnesium tungstate
CeF4,cerium(iv) fluoride
CeI3,cerium(iii) iodide
CaCl2,calcium chloride
Yb2S3,ytterbium(iii) sulfide
UO2Cl2,uranyl chloride
C14H10,anthracene
C7H8N4O2,theobromine
C12H11N7,triamterene
C7H8N4O2,theophylline
C6H7NaO6,sodium ascorbate
F3Pr,praseodymium trifluoride
H2TiO3,titanic acid
CdCrO4,cadmium chromate
Ca(VO3)2,calcium metavanadate
C7H7N3,benomyl metabolite
CdWO4,cadmium tungstate
AlTe2,monoaluminium ditelluride
FNO3,fluorine nitrate
ZnTe,zinc telluride
C12H11N5,6-benzylaminopurine
C15H12N2O,carbamazepine
AgI,silver iodide
C4H6O2,"1,4-dioxene"
CsNO2,caesium nitrite
C131H200N30O43S2,amidorphin
Na3AlF6,cryolite
SbCl5,antimony(v) chloride
C18H38,octadecane
WBr5,tungsten(v) bromide
AuBO,gold monoboride monoxide
UN,uranium nitride
Na2HAsO4,disodium hydrogen arsenate
C6H7LiO6,lithium ascorbate
NbCl3,niobium(iii) chloride
C4H7NO3,aceturic acid
ZnZrO3,zinc metazirconate
TaBr5,tantalum(v) bromide
RbNO2,rubidium nitrite
CaTiO3,calcium titanate
Cd3As2,cadmium arsenide
ZrCl4,zirconium tetrachloride
C13H10O,benzophenone
TeBr2,tellurium(ii) bromide
AlF4K,potassium tetrafluoroaluminate
Cl2O6,chlorine hexoxide
FI2,monofluorodiiodine
Na2HPO3,disodium phosphite
C63H88CoN14O14P,vitamin b12
F4Se,selenium tetrafluoride
DyCl2,dysprosium(ii) chloride
CuSe,copper(ii) selenide
HDO,semiheavy water
As2P2,arsenic diphosphide
HOCl,hypochlorous acid
Zn(C8H15O2)2,zinc caprylate
C3H6O2S,3-mercaptopropionic acid
Mn(OH)2,manganese hydroxide
FGe,germanium monofluoride
F2Mg,magnesium fluoride
Co2SiO4,cobalt(ii) orthosilicate
LiHSO3,lithium bisulfite
Cu2Se,copper(i) selenide
SnSe,tin(ii) selenide
CH3CN,acetonitrile
CH3CONH2,acetamide
CoCrO4,cobalt(ii) chromate
KAsO2,potassium arsenite
MgNaAl5(Si4O10)3(OH)6,montmorillonite
FPb,lead monofluoride
B2Se3,boron selenide
FTh,thorium monofluoride
CuBr2,copper(ii) bromide
CH2ClF,chlorofluoromethane
WF5,tungsten(v) fluoride
CrSe,chromium(ii) selenide
F2S,sulfur difluoride
C2H7NO3S,taurine
CuIO3,copper(i) iodate
Li2O2,lithium peroxide
Zn(AlO2)2,zinc aluminate
SrI2,strontium iodide
Na2TiO3,sodium metatitanate
CsIO3,caesium iodate
C4H6N4O,"2,4-diamino-6-hydroxypyrimidine"
NaBrO2,sodium bromite
As2Se5,arsenic pentaselenide
CH3COOCs,caesium acetate
C3H3N,azete
C6H6O,phenol
F4ORe,rhenium tetrafluoride oxide
Cu(NO3)2,copper(ii) nitrate
MnO,manganese(ii) oxide
CH3CH2OH,ethanol
C30H19NO9,dynemicin a
AgSNC,silver thiocyanate
F2Nd,neodymium difluoride
Cd(CN)2,cadmium cyanide
Ca(IO)2,calcium hypoiodite
CHClF2,chlorodifluoromethane
F4P2,diphosphorus tetrafluoride
Cs2S,caesium sulfide
CsF,caesium fluoride
AsBr3,arsenic tribromide
C4H6O4,succinic acid
F2O2S,sulfuryl fluoride
AgBrO4,silver perbromate
CrCl3,chromium(iii) chloride
(BiO)2CO3,bismuth oxycarbonate
H2S,hydrogen sulfide
CaP,calcium monophosphide
Cs2Cr2O7,caesium dichromate
Ce(SO4)2,cerium(iv) sulfate
SnS,tin(ii) sulfide
FeO4Se,iron(ii) selenate
C14H10O14,benzoyl peroxide
Fe2O12W3,iron(iii) orthotungstate
C5H3Br2N,"3,5-dibromopyridine"
F4U,uranium tetrafluoride
HfF4,hafnium(iv) fluoride
NaCN,sodium cyanide
NaNO3,sodium nitrate
AlFO,aluminium monofluoride monoxide
SrMoO4,strontium orthomolybdate
C23H19ClF3NO3,cyhalothrin
AlF2O,aluminium difluoride oxide
Li2CrO4·2H2O,lithium chromate dihydrate
F4SW,tungsten tetrafluoride monosulfide
BF3,boron trifluoride
HAt,hydrogen astatide
BiCl3,bismuth(iii) chloride
Cs2TiO3,caesium titanate
Sr(HS)2,strontium hydrosulfide
Cl2O7,chlorine heptoxide
HBrO,hypobromous acid
SrCl2,strontium chloride
Hg2Br2,mercury(i) bromide
C4H4N4,diaminomaleonitrile
F2S2,thiothionyl fluoride
DI,deuterium iodide
Ag3PO4,silver phosphate
C5H9NO2,allylglycine
CH3ORb,rubidium methoxide
F3NS,thiazyl trifluoride
HfBr4,hafnium(iv) bromide
(CH)3COH,t-butyl alcohol
F2O2W,tungsten difluoride dioxide
SeTe,selenium(iv) telluride
F4N2,tetrafluorohydrazine
CsN3,caesium azide
FeSe,iron(ii) selenide
YbBr2,ytterbium(ii) bromide
CoS2,cobalt disulfide
LiAlH4,lithium aluminium hydride
C3H8NO5P,glyphosate
SnS2,tin(iv) sulfide
Li2WO4,lithium orthotungstate
BaWO4,barium tungstate
Sr(NbO3)2,strontium metaniobate
C14H18N4O3,trimethoprim
C10H19NO3,1-boc-4-piperidinol
CuSeO3,copper(ii) selenite dihydrate
NiSe,nickel(ii) selenide
SnBrCl3,tin(iv) bromotrichloride
US2,uranium sulfide
SiO2,silica
C6H6N2O,nicotinamide
C10H10O4,ferulic acid
Mg3(Si4O10)(OH)2,talc
LaCl3,lanthanum(iii) chloride
Ca4(PO4)2O,tetracalcium phosphate
Co(NO3)3,cobalt(iii) nitrate
SnTe4,tin(iv) telluride
PoH2,polonium hydride
KH2PO4,monopotassium phosphate
Be3Al2(SiO3)6,beryl
CsBr3,caesium tribromide
F4Na2Sn,disodium tetrafluorostannate
Rb2SO4,rubidium sulfate
Ca5(PO4)3F,calcium fluorophosphate
F4Mg2,magnesium fluoride
AlI,aluminium monoiodide
CaO2,calcium peroxide
C15H10O7,quercetin
RbNbO3,rubidium niobate
AgPF6,silver hexafluorophosphate
MgO,magnesium oxide
C19H30O2,dihydrotestosterone
C8H8N2OS,2-amino-6-methoxybenzothiazole
Cu3(PO4)2,copper(ii) phosphate
CdMoO4,cadmium molybdate
Fe2SiO4,fayalite
C17H21NO4,cocaine
C4H6O2,diacetyl
CH3OH,methanol
C6H10O4,ethylidene diacetate
F3SW,tungsten trifluoride monosulfide
Hg(NO3)2,mercury(ii) nitrate monohydrate
Ga2Te3,gallium(iii) telluride
Ga(OH)3,gallium(iii) hydroxide
Ca(NbO3)2,calcium metaniobate
CsBrO3,caesium bromate
BaS,barium sulfide
CdSO3,cadmium sulfite
SrTeO3,strontium tellurite
C9H11NO4,l-dopa
CeF3,cerium(iii) fluoride
MnMoO4,manganese(ii) orthomolybdate
Cs2SO3,caesium sulfite
FeI2,iron diiodide (page does not exist)
NaCNO,sodium fulminate
WBr3,tungsten(iii) bromide
LiClO4,lithium perchlorate
Cs2HPO3,dicaesium phosphite
CH3CH2OCH2CH3,diethyl ether
C44H69N15O9S,adrenorphin
VCl3,vanadium(iii) chloride
MgSO3,magnesium sulfite
C4H4O,furan
CsI,caesium iodide
C13H12O,β-ionone
EuO,europium monoxide
F6Mo,molybdenum hexafluoride
Eu2(SO4)3,europium(iii) sulfate
AlCl6Na3,sodium hexachloroaluminate
K2CO3,potassium carbonate
EuF,europium monofluoride
KClO4,potassium perchlorate
LiOH,lithium hydroxide
F4Ge2,digermanium tetrafluoride
CsCl,caesium chloride
S2Br2,sulfur(ii) bromide
C19H26O2,androstenedione
NiMoO4,nickel(ii) orthomolybdate
C17H22O2,oenanthotoxin
Mg(AlO2)2,magnesium aluminate
HClO,hypochlorous acid
PbHAsO4,lead hydrogen arsenate
SeBr4,selenium(iv) bromide
MnO2,manganese dioxide
FeMoO4,iron(ii) orthomolybdate
FeCr2O4,chromite
Mg(BrO2)2,magnesium bromite
I2,iodine
Mn(NO3)2·4H2O,manganese(ii) nitrate tetrahydrate
F2Zr,zirconium fluoride
TlBr3,thallium(iii) bromide
Rb2SO3,rubidium sulfite
Cu(CH3COO)2,copper(ii) acetate
CrPO4,chromium(iii) phosphate
NHCl2,dichloramine
CuF,copper(i) fluoride
Sb2Te3,antimony(iii) telluride
FLi2,dilithium monofluoride
Cu(VO3)2,copper(ii) metavanadate
BiBr3,bismuth(iii) bromide
Nd2O3,neodymium(iii) oxide
Na[B(NO3)4],sodium tetranitratoborate(iii)
HIO,hypoiodous acid
La2O3,lanthanum(iii) oxide
NaH2PO4,monosodium phosphate
Sb2S3,antimony(iii) sulfide
Rb2O2,rubidium peroxide
NH4OH,ammonium hydroxide
Na3PO3,trisodium phosphite
BeBr2,beryllium bromide
As2O3,arsenic trioxide
Li2CO3,lithium carbonate
K2HAsO4,dipotassium hydrogen arsenate
F5P,phosphorus pentafluoride
K2HPO3,dipotassium phosphite
Co3(AsO4)2,cobalt arsenate
F2Ni,nickel difluoride
CeSi2,cerium silicide
AuCN,gold cyanide
Cs3PO3,tricaesium phosphite
F4Mo,molybdenum tetrafluoride
SO2,sulfur dioxide
NaIO3,sodium iodate
Li2Cr2O7,lithium dichromate
YCl3,yttrium chloride
C2H5NO2,glycine
Rb2HPO3,dirubidium phosphite
C10H7N3S,tiabendazole
Hg2I2,mercury(i) iodide
H2S2O4,dithionous acid
LiBr·2H2O,lithium bromide dihydrate
NH4NO3,ammonium nitrate
SeOF2,selenyl difluoride
K2S2O8,potassium persulfate
AsCl3,arsenic trichloride
BeS,beryllium sulfide
C21H30O2,tetrahydrocannabinol
Ba2Na(NbO3)5,barium sodium niobate
F4Ge,germanium tetrafluoride
Tl2MoO4,thallium(i) orthomolybdate
POCl3,phosphoryl chloride
CsBrO2,caesium bromite
Mg(BrO)2,magnesium hypobromite
AgIO2,silver iodite
KH2AsO4,potassium dihydrogen arsenate
C5H3ClN4,6-chloropurine
Na2SeO3,sodium selenite
VBr3,vanadium(iii) bromide
BaMnO4,barium manganate
Fe2I2,diiron diiodide
UO2SO4,uranyl sulfate
Na2S4,sodium tetrasulfide
CrO2Cl2,chromium(vi) oxychloride
WS3,tungsten(vi) sulfide
BrCl,bromine chloride
Cd(N3)2,cadmium azide
CsSeO4,caesium selenate
C2F4,tetrafluoroethylene
B2F4,diboron tetrafluoride
N2,nitrogen
FTi,titanium fluoride
LiHSO4,lithium hydrogen sulfate
PbI2,lead(ii) iodide
BiBO3,bismuth(iii) orthoborate
RbNO3,rubidium nitrate
Mg(ClO4)2,magnesium perchlorate
UO2,uranium dioxide
AlCl4Na,sodium tetrachloroaluminate
BrF3,bromine trifluoride
Ba(IO4)2,barium periodate
CsCNO,caesium cyanate
H2NCH2COOH,glycine
C13H28,tridecane
Th(CO3)2,thorium carbonate
AgMnO4,silver permanganate
C7H5F3O,"2,4,6-trifluoroanisole"
HC9H7O4,acetylsalicylic acid
Sr(IO3)2,strontium iodate
Cr2(SO4)3,chromium(iii) sulfate
CeN,cerium nitride
BrF,bromine monofluoride
CH3NH2,methylamine
CuSeO4,copper(ii) selenate pentahydrate
C20H27NO11,amygdalin
Ba(NbO3)2,barium niobate
C3H7NO2S,cysteine
C17H18N2O6,nifedipine
AsBrO,arsenic oxybromide
C6H7KO6,potassium ascorbate
Mg(NO2)2,magnesium nitrite
FO3S,fluorosulfate radical
KHCO3,potassium bicarbonate
NbCl5,niobium(v) chloride
ZnBr2,zinc bromide
C7H5FO2,4-fluorobenzoic acid
AlClF,aluminium chloride fluoride
F2OTi,titanium fluoride oxide
F2Ge,germanium difluoride
Ca3N2,calcium nitride
ArClH,argon chloride hydride
Zn(VO3)2,zinc metavanadate
C20H42,eicosane
InI3,indium(iii) iodide
CrF3,chromium(iii) fluoride
BaSiF6,barium hexafluorosilicate
ZrSiO4,zirconium(iv) silicate
C11H14O2,methyl isoeugenol
YSb,yttrium antimonide
Co(NO3)2,cobalt(ii) nitrate
F3MoS,molybdenum trifluoride sulfide
F3Nd,neodymium trifluoride
C6H10O4,glucal
CdCO3,cadmium carbonate
C2H2,acetylene
BP,boron(iii) phosphide
c(NO2)3,boron nitrite
CCl4,carbon tetrachloride
Be(ClO)2,beryllium hypochlorite
ZnSeO3,zinc selenite
As2Se3,arsenic triselenide
ThO2,thorium(iv) oxide
KMnO4,potassium permanganate
CH3ONa,sodium methoxide
ClO2,chlorine dioxide
C7H5FO2,2-fluorobenzoic acid
C10H22,decane
FeF2,iron fluoride
CH3COO(CH2)2CH(CH3)2,isoamyl acetate
CH3COOCH2C6H5,benzyl acetate
H2O2,hydrogen peroxide
WOCl3,tungsten(v) oxytrichloride
BaB6,barium hexaboride
CrBr3,chromium(iii) bromide
C6H14O4,triethylene glycol
AlCl3,aluminium chloride
O2F2,dioxygen difluoride
Cr(OH)3,chromium(iii) hydroxide
C4HCl2FN2,"2,6-dichloro-5-fluoroacil"
H3AsO4,arsenic acid
C9H10O,cinnamyl alcohol
C2H4O2,acetic acid
NH4HS,ammonium hydrosulfide
Hg3(PO4)2,mercury(ii) phosphate
F3Zr,zirconium trifluoride
NCl3,nitrogen trichloride
C5H5BrN2,2-amino-5-bromopyridine
Cs2O,caesium oxide
FN,fluoroimidogen
Ba(BrO3)2·H2O,barium bromate monohydrate
RbI,rubidium iodide
Co(IO3)2,cobalt(ii) iodate
AsTl,thallium arsenide
CH3COONa,sodium acetate
KCNS,potassium thiocyanate
HCONH2,formamide
KOF,potassium hypofluorite
C12H16O3,elemicin
(NH4)2[PtCl6],ammonium hexachloroplatinate(iv)
FP,phosphorus monofluoride
C12H14O4,apiole
UF4,uranium(iv) fluoride
C10H12O2,isoeugenol
HgS,mercury(ii) sulfide
GaCl3,gallium trichloride
C8H6N2O,4-quinazolinol
MnTe,manganese(ii) telluride
CH3SCH3,dimethyl sulfide
LiF,lithium fluoride
MoO3,molybdenum trioxide
CuCl2,copper(ii) chloride
PbCl2,lead(ii) chloride
F2Ga,gallium difluoride
AlCl2F,aluminium chloride fluoride
CsBr,caesium bromide
C20H34O5,dinoprost
InBr2I,indium(iii) dibromoiodide
Mn3P2,manganese(ii) phosphide
AsClO,arsenic monoxide monochloride
F6W,tungsten hexafluoride
BaS2O3,barium thiosulfate
C5H5N5,adenine
DySi2,dysprosium(ii) silicide
EuO3Ti,europium titanium trioxide
LiH2PO3,monolithium phosphite
CHCl3,chloroform
Li2SO3,lithium sulfite
CH3CHCHCH3,2-butene
Tl3As,thallium(i) arsenide
C6H12,cyclohexane
CsI3,caesium triiodide
MgTiO3,magnesium metatitanate
BaSi2,barium silicide
Rb2S,rubidium sulfide
TlOH,thallium(i) hydroxide
CdSe,cadmium selenide
NiSO4,nickel sulfate
LiCNO,lithium cyanate
(CH3)3CCl,t-butyl chloride
NiBr2,nickel(ii) bromide
H2CrO4,chromic acid
FeO,iron monoxide
Mn2O3,manganese(iii) oxide
NiWO4,nickel(ii) orthotungstate
CFCl2CF2Cl,freon-13
GaI2,gallium(ii) iodide
BaN6,barium azide
CoWO4,cobalt(ii) tungstate
NiS2,nickel sulfide
WO3,tungsten(vi) oxide
FeC10H10,ferrocene
C4H4N4,3-aminopyrazole-4-carbonitrile
C10H12O2,pseudoisoeugenol
Cs2HPO4,caesium hydrogen orthophosphate
PbS,lead(ii) sulfide
C13H18O2,ibuprofen
Fe2O12S3,ferric sulfate
VI3,vanadium(iii) iodide
POCl3,phosphoryl chloride
YbF3,ytterbium(iii) fluoride
In(IO3)3,indium(iii) iodate
C17H24O9,eleutheroside b
Cs2CrO4,caesium chromate
AlF3,aluminium trifluoride
YbI2,ytterbium(ii) iodide
BiOI,bismuth(iii) oxyiodide
SrS,strontium sulfide
Li2TiO3,lithium metatitanate
NH4Br,ammonium bromide
Mg(IO2)2,magnesium iodite
C20H24O2N2,quinine
C6H5Cl,chlorobenzene
Tm2(SO4)3,thullium(iii) sulfate
NaBrO,sodium hypobromite
CH3OCs,caesium methoxide
As2Mg3,magnesium arsenide
C9H6OS,thiochromone
PoCl4,polonium tetrachloride
Ba(SCN)2,barium thiocyanate
AgCN,silver cyanide
HBrO3,bromic acid
KIO4,potassium periodate
BaHfO3,barium hafnate
C2H6OS,dimethyl sulfoxide
C19H28O2,dehydroepiandrosterone
SiCl4,silicon(iv) chloride
H2CO3,carbonic acid
BaTeO4·3H2O,barium tellurate trihydrate
Ba(NO3)2,barium nitrate
TlC2H3O2,thallium(i) acetate
BrCl5,bromine pentachloride
LiTaO3,lithium tantalate
C164H256Na2O68S2,maitotoxin
Be(C2H3O2)2,beryllium acetate
Mg(NO3)2,magnesium nitrate
C5H11NO2S,methionine
EuS2,europium disulfide
Mg2Al(AlSiO5)(OH)4,amesite
Sb2Se3,antimony(iii) selenide
C4H6O2,succinaldehyde
F2O5S3,peroxydisulfuryl difluoride
NaO2As(CH3)2,sodium salt of cacodylic acid
Ba(BrO3)2·2H2O,barium bromate dihydrate
MgHPO4,dimagnesium phosphate
NaC6F5COO,pentafluorobenzoate
FNa,sodium fluoride
BaSO4,barium sulfate
Ca(ClO3)2,calcium chlorate
CH2Cl2,dichloromethane
F6Si2,hexafluorodisilane
C7H7NO3,mesalazine
CuFe2S3,copper iron sulfide (page does not exist)
H2C4H4O6,tartaric acid
FMo,molybdenum monofluoride
Cd(OH)2,cadmium hydroxide
MgCl2,magnesium chloride
C10H10O2,safrole
HCl,hydrochloric acid
PH3,phosphine
F3Li3,trilithium trifluoride
C11H12N2O2,tryptophan
SnBr4,tin(iv) bromide
BeI2,beryllium iodide
SnBr2Cl2,tin(iv) dibromodichloride
FeI,iron monoiodide
F3Mo,molybdenum trifluoride
Ag3I3,silver(iii) triiodide
LiCN,lithium cyanide
CoF2,cobalt(ii) fluoride
Co3(Fe(CN)6)2,cobalt(ii) ferricyanide
KClO2,potassium chlorite
Na2ZnO2,sodium zincate
WCl4,tungsten(iv) chloride
C4I2,diiodobutadiyne
Ag2Te,silver(i) telluride
Hg(OH)2,mercury(ii) hydroxide
Ac2O3,actinium(iii) oxide
C7H8,toluene
AuTe,gold telluride
Au2S3,gold trisulfide
Fe4(P2O7)3,iron(iii) pyrophosphate
Mn3As2,manganese(ii) arsenide
Ba(BrO3)2,barium bromate
AlBO,aluminium boron oxide
NH2Cl,monochloramine
AgClO3,silver chlorate
Cr2O3,chromium(iii) oxide
CH3COOCH3,methyl acetate
AlCl6K3,potassium hexachloroaluminate
C13H12O2,monobenzone
CH3Cl,chloromethane
F3MoO,molybdenum trifluoride oxide
KOH,potassium hydroxide/custic potash
RbIO4,rubidium periodate
Ca(CN)2,calcium cyanide
Bi2Se3,bismuth(iii) selenide
Al(NO2)3,aluminium nitrite
LiH,lithium hydride
Li2SeO4,lithium selenate
BeO,beryllium oxide
CoSe,cobalt(ii) selenide
CH2OHCH2OH,ethylene glycol
Cu3Sb,copper(iii) antimonide
Be(NO2)2,beryllium nitrite
(NH4)2CrO4,ammonium chromate
SeOCl2,selenium(iv) oxychloride
YAs,yttrium arsenide
LiBrO3,lithium bromate
Ba(AsO4)2,barium arsenate
CeB6,cerium boride
UBr5,uranium pentabromide
WBr2,tungsten(ii) bromide
PoCl2,polonium dichloride
C6H10O4,aceburic acid
NaBr,sodium bromide
Co2S3,cobalt(iii) sulfide
Sr(IO4)2,strontium periodate
Fe2I4,diiron tetraiodide
AlN,aluminium nitride
C20H28O2,tretinoin
CaSiO3,wollastonite
C11H11NO2,3-indolepropionic acid
C4H11NO2,diethanolamine
F3Y,yttrium trifluoride
ErF,erbium monofluoride
Ag2Cl2,silver(ii) dichloride
BBr3,boron tribromide
Ba(HS)2,barium hydrosulfide
(NH4)2[Pt(SCN)6],ammonium hexathiocyanoplatinate(iv)
HOF,hypofluorous acid
F3Fe,iron trifluoride
C5H6BNO2,3-pyridinylboronic acid
C10H8,naphthalene
GeI2,germanium(ii) iodide
Zn3(PO4)2,zinc phosphate
In2(SO4)3·H2O,indium(iii) sulfate monohydrate
TlPF6,thallium(i) hexafluorophosphate
ZrS2,zirconium sulfide
(CN)2,cyanogen
CsIO4,caesium periodate
C6H3Cl3O,"2,4,6-trichlorophenol"
F2Tl2,dithallium difluoride
Ca(BrO3)2,calcium bromate
CaC2,calcium carbide
F2GeO,difluorogermanone
FeAsS,iron arsenic sulfide (page does not exist)
Bi(NO3)3·5H2O,bismuth(iii) nitrate pentahydrate
Be(ClO3)2,beryllium chlorate
Hg(ClO4)2,mercury(ii) perchlorate trihydrate
FeCl3,iron(iii) chloride
C3N3(OH)3,cyanuric acid
C4H10O2,"2,3-butanediol"
C4H6O2,vinyl acetate
Cd3P2,cadmium phosphide
N4H4,trans-tetrazene (page does not exist)
YP,yttrium phosphide
C5H3ClN2O2,2-chloro-5-nitropyridine
Fe3O4,"iron(ii,iii) oxide"
CaH2,calcium hydride
CrF5,chromium(v) fluoride
F3OP,phosphoryl fluoride
Sb2O3,antimony(iii) oxide
I2O5,iodine pentoxide
Eu2O2,dieuropium dioxide
LiBrO,lithium hypobromite
Ni(VO3)2,nickel(ii) metavanadate
Ca3P2,calcium phosphide
IrBr3,iridium(iii) bromide
EuO3V,europium metavanadate
K2O2,potassium peroxide
Pb(IO3)2,lead(ii) iodate
ZnTeO4,zinc tellurate
NaHCOO,sodium formate
B4C,boron carbide
C9H6N2,5-cyanoindole
C6H6BClO2,4-chlorophenylboronic acid
ZnSO4,zinc sulfate
BPO4,boron(iii) orthophosphate
KH,potassium hydride
Co(ClO4)2,cobalt(ii) perchlorate
C4H6O2,isocrotonic acid
Mg(VO3)2,magnesium metavanadate
Ca(IO2)2,calcium iodite
K2HPO4,dipotassium phosphate
C9H18N2O2,1-boc-piperazine
CoTiO3,cobalt(ii) titanate
H2S2O3,thiosulfuric acid
ZrBr4,zirconium bromide
CsH2PO4,monocaesium phosphate
ClOClO3,chlorine perchlorate
LiBrO4,lithium perbromate
Na2Zn(OH)4,sodium zincate
BiI3,bismuth(iii) iodide
CoAs2,cobalt(ii) arsenide
N2H2,diazene
AlClO,aluminium chloride oxide
IBr,iodine(i) bromide
C10H9NO2,indole-3-acetic acid
BCl3,boron trichloride
MoO2,molybdenum(iv) oxide
C17H14F3N3O2S,celecoxib
Co2TiO4,cobalt(ii) titanite
CsNH2,caesium amide
F2Ti,titanium difluoride
CsClO2,caesium chlorite
AlO,aluminium monoxide
Sb2Se5,antimony(v) selenide
Fe7Si8O24H2,amosite
WOCl4,tungsten(vi) oxytetrachloride
C6H5COCl,benzoyl chloride
FeWO4,iron(ii) orthotungstate
Ga2(SO4)3·18H2O,gallium(iii) sulfate octadecahydrate
Br2,bromine
TiH2,titanium hydride
Cr3Sb2,chromium(ii) antimonide
NaH2AsO4,sodium dihydrogen arsenate
Cs3VO4,caesium orthovanadate
C5H4O2S,b-thiophenic acid
HgSe,mercury(ii) selenide
C4H9OH,butyl alcohol
MgI2,magnesium iodide
C4H10O2,tert-butyl hydroperoxide
LaBr3,lanthanum(iii) bromide
Na3PO4,trisodium phosphate
F6La2,lanthanum trifluoride dimer
C6N4,tetracyanoethylene
CO2,carbon dioxide
CsBrO4,caesium perbromate
Mg2SiO4,forsterite
C2H5ORb,rubidium ethoxide
CsBrO,caesium hypobromite
LiC2H5O,lithium ethoxide
KHSO3,potassium bisulfite
AlCl2H,dichloroalumane
KIO3,potassium iodate
F5ORe,rhenium monoxide pentafluoride
HNCO,isocyanic acid
ZrF4,zirconium fluoride
BrF5,bromine pentafluoride
MgSO4,magnesium sulfate
Ca(IO3)2,calcium iodate
NOBr,nitrosyl bromide
MnS,manganese sulfide
YbPO4,ytterbium(iii) phosphate
AlGaInP,aluminium-gallium-indium phosphide
AlNaO2,sodium aluminate
C7H12N2O4,aceglutamide
F6Pu,plutonium hexafluoride
CaWO4,calcium tungstate
CO3,carbon trioxide
Li2TeO3,lithium tellurite
(NH2)2CO,urea
Co(C2H3O2)3,cobalt(iii) acetate
CaSeO3,calcium selenite
F2Na2,disodium difluoride
CoC2O4,cobalt(ii) oxalate
UF6,uranium(vi) fluoride
Cr3As2,chromium(ii) arsenide
TlNO3,thallium(i) nitrate
Bi(C2H3O2)3,bismuth(iii) acetate
CoCl2,cobalt(ii) chloride
F2Li2,lithium fluoride
Al2Cl9K3,potassium aluminium chloride
C6H7N3O,isoniazid
C4H6O2,crotonic acid
B2O3,boron(iii) oxide
In2S3,indium(iii) sulfide
C5H4NCOOH,niacin
CH2CO,ketene
K2Cr2O7,potassium dichromate
FeO2H,limonite
Eu2S,dieuropium monosulfide
F7NS,pentafluorosulfanyldifluoroamine
BiC6H5O7,bismuth(iii) citrate
Na2C6H6O7,disodium citrate
CaS,calcium sulfide
CH3COORb,rubidium acetate
AsI3,arsenic triiodide
ClO3F,chlorine trioxide fluoride
BaMoO4,barium molybdate
CrI2,chromium(ii) iodide
CF4,tetrafluoromethane
Fe2O3,venetian red
ErCl3,erbium(iii) chloride
Y2O3,yttria
MgF2,magnesium fluoride
H2S2O5,disulfurous acid
C40H56,lycopene
Mn3O4,"manganese(ii,iii) oxide"
FeO2H,goethite
H2S2O6,dithionic acid
C11H19NO4,boc-isonipecotic acid
CH3COOH,acetic acid
Al2O3,aluminium oxide
FPS2,phosphenodithioic fluoride
NaOF,sodium hypofluorite
GeH3COOH,2-germaacetic acid
CuTiO3,copper(ii) metatitanate
FeVO4,iron(iii) orthovanadate
Al(NO3)3,aluminium nitrate
LiNO3·H2O,lithium nitrate monohydrate
(NH4)2CO3,ammonium carbonate
F2Hg,mercury fluoride
C12H16O4,"2,4,5-trimethoxypropiophenone"
C10H12O3,coniferyl alcohol
Eu2O,dieuropium monoxide
ArClF,argon chloride fluoride
H2N2O2,hyponitrous acid
PbCl4,lead(iv) chloride
C9H11NO3,tyrosine
C6H5CHO,benzaldehyde
CsClO3,caesium chlorate
F2MoO2,molybdenum difluoride dioxide
C2H7NO,ethanolamine
CdBr2,cadmium bromide
CsTaO3,caesium metatantalate
CdC2O4,cadmium oxalate
NH4Cl,ammonium chloride
F6Xe,xenon hexafluoride
CdO,cadmium oxide
F6S,sulfur hexafluoride
BeCl2,beryllium chloride
Sn(CH3COO)2,tin(ii) acetate
Li2ZrO3,lithium metazirconate
